Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,0.397030,0.393165,0.395374,0.068943,633830
1962-01-03,0.000000,0.395374,0.375495,0.378808,0.066054,6564672
1962-01-04,0.000000,0.382121,0.373286,0.374943,0.065380,1199750
1962-01-05,0.000000,0.373286,0.360033,0.362242,0.063165,520646
1962-01-08,0.000000,0.365555,0.361138,0.363346,0.063358,1380845
1962-01-09,0.000000,0.369421,0.364451,0.365003,0.063647,1177114
1962-01-10,0.000000,0.373286,0.366107,0.371077,0.064706,882835
1962-01-11,0.000000,0.373286,0.367764,0.372182,0.064899,588557
1962-01-12,0.000000,0.375495,0.371077,0.371077,0.064706,407462
1962-01-15,0.000000,0.373286,0.366660,0.367764,0.064128,792288
1962-01-16,0.000000,0.365555,0.362242,0.363346,0.063358,384826
1962-01-17,0.000000,0.364451,0.354511,0.354511,0.061817,498010
1962-01-18,0.000000,0.361138,0.352302,0.361138,0.062973,1177114
1962-01-19,0.000000,0.369973,0.362242,0.367764,0.064128,633830
1962-01-22,0.000000,0.368868,0.362242,0.364451,0.063551,837562
1962-01-23,0.000000,0.363346,0.360033,0.362242,0.063165,928109
1962-01-24,0.000000,0.365555,0.357824,0.365003,0.063647,996019
1962-01-25,0.000000,0.365003,0.362242,0.363346,0.063358,611194
1962-01-26,0.000000,0.362242,0.354511,0.354511,0.061817,928109
1962-01-29,0.000000,0.363346,0.356168,0.362242,0.063165,747014
1962-01-30,0.000000,0.365003,0.361690,0.361690,0.063069,882835
1962-01-31,0.000000,0.366660,0.361138,0.366660,0.063936,814925
1962-02-01,0.000000,0.368868,0.365555,0.368868,0.064321,498010
1962-02-02,0.000000,0.368868,0.366660,0.368868,0.064321,430099
1962-02-05,0.000000,0.369973,0.365555,0.367764,0.064128,928109
1962-02-06,0.000000,0.372182,0.368316,0.372182,0.064899,1448755
1962-02-07,0.000000,0.372734,0.369421,0.372734,0.064995,588557
1962-02-08,0.000000,0.373286,0.369421,0.372734,0.064995,475373
1962-02-09,0.000000,0.376047,0.371077,0.376047,0.065573,679104
1962-02-12,0.000000,0.375495,0.373286,0.374390,0.065284,135821
1962-02-13,0.000000,0.378808,0.373286,0.378808,0.066054,1222387
1962-02-14,0.000000,0.382121,0.377704,0.382121,0.066632,1041293
1962-02-15,0.000000,0.386539,0.381569,0.386539,0.067402,928109
1962-02-16,0.000000,0.385987,0.382673,0.383778,0.066921,769651
1962-02-19,0.000000,0.385987,0.382121,0.382121,0.066632,1471392
1962-02-20,0.000000,0.392061,0.381017,0.392061,0.068365,1607213
1962-02-21,0.000000,0.396478,0.393165,0.394822,0.068847,950746
1962-02-23,0.000000,0.398687,0.393165,0.396478,0.069135,1154477
1962-02-26,0.000000,0.398687,0.392613,0.393165,0.068558,2037312
1962-02-27,0.000000,0.390956,0.388195,0.389852,0.067980,837562
1962-02-28,0.000000,0.394270,0.389300,0.394270,0.068750,452736
1962-03-01,0.000000,0.396478,0.393717,0.395926,0.069039,611194
1962-03-02,0.000000,0.396478,0.392061,0.394270,0.068750,905472
1962-03-05,0.000000,0.394822,0.387643,0.394270,0.068750,905472
1962-03-06,0.000000,0.398687,0.394270,0.397583,0.069640,1109203
1962-03-07,0.000000,0.400344,0.396478,0.400344,0.070124,1041293
1962-03-08,0.000000,0.404209,0.399791,0.403105,0.070607,294278
1962-03-09,0.000000,0.407522,0.399791,0.405866,0.071091,1177114
1962-03-12,0.000000,0.407522,0.404209,0.405866,0.071091,2444774
1962-03-13,0.000000,0.415253,0.408074,0.409731,0.071768,2241043
1962-03-14,0.000000,0.414149,0.410835,0.410835,0.071961,1539302
1962-03-15,0.000000,0.413044,0.409731,0.412492,0.072252,814925
1962-03-16,0.000000,0.415253,0.410835,0.415253,0.072735,928109
1962-03-19,0.000000,0.415253,0.413044,0.413596,0.072445,724378
1962-03-20,0.000000,0.416910,0.410835,0.411388,0.072058,1267661
1962-03-21,0.000000,0.414701,0.407522,0.407522,0.071381,2059949
1962-03-22,0.000000,0.415253,0.408627,0.413044,0.072348,565920
1962-03-23,0.000000,0.419118,0.415253,0.418014,0.073219,1063930
1962-03-26,0.000000,0.419118,0.415253,0.415253,0.072735,769651
1962-03-27,0.000000,0.416357,0.413044,0.414149,0.072542,588557
1962-03-28,0.000000,0.414149,0.410835,0.413044,0.072348,1358208
1962-03-29,0.000000,0.415253,0.414149,0.415253,0.072735,294278
1962-03-30,0.000000,0.417462,0.413044,0.416357,0.072929,905472
1962-04-02,0.000000,0.416357,0.413044,0.414701,0.072639,520646
1962-04-03,0.000000,0.413596,0.407522,0.407522,0.071381,701741
1962-04-04,0.000000,0.409179,0.406418,0.407522,0.071381,747014
1962-04-05,0.000000,0.407522,0.404761,0.406970,0.071284,814925
1962-04-06,0.000000,0.406418,0.393165,0.394270,0.069060,656467
1962-04-09,0.000000,0.394270,0.389852,0.391509,0.068576,565920
1962-04-10,0.000000,0.399791,0.389852,0.398687,0.069834,611194
1962-04-11,0.000000,0.400896,0.396478,0.396478,0.069447,271642
1962-04-12,0.000000,0.394270,0.386539,0.387643,0.067899,724378
1962-04-13,0.000000,0.393165,0.378808,0.393165,0.068866,882835
1962-04-16,0.000000,0.395374,0.386539,0.388748,0.068093,973382
1962-04-17,0.000000,0.390404,0.378808,0.378808,0.066352,633830
1962-04-18,0.000000,0.384330,0.378808,0.384330,0.067319,498010
1962-04-19,0.000000,0.388748,0.386539,0.387091,0.067802,339552
1962-04-23,0.000000,0.389852,0.385434,0.387643,0.067899,407462
1962-04-24,0.000000,0.389852,0.383778,0.385434,0.067512,679104
1962-04-25,0.000000,0.383778,0.379360,0.379912,0.066545,339552
1962-04-26,0.000000,0.379912,0.375495,0.376047,0.065868,679104
1962-04-27,0.000000,0.376599,0.371629,0.371629,0.065094,724378
1962-04-30,0.000000,0.376599,0.372182,0.372734,0.065288,611194
1962-05-01,0.000000,0.371077,0.363346,0.371077,0.064997,747014
1962-05-02,0.000000,0.379360,0.373286,0.375495,0.065771,1607213
1962-05-03,0.000000,0.378808,0.375495,0.377704,0.066158,1335571
1962-05-04,0.000000,0.383226,0.377151,0.383226,0.067125,2082586
1962-05-07,0.000000,0.387643,0.383226,0.386539,0.067706,724378
1962-05-08,0.000000,0.390956,0.383226,0.384330,0.067319,520646
1962-05-09,0.000000,0.383778,0.376599,0.383778,0.067222,633830
1962-05-10,0.000000,0.381017,0.376599,0.377704,0.066158,747014
1962-05-11,0.000000,0.382121,0.377151,0.377704,0.066158,882835
1962-05-14,0.000000,0.371077,0.360033,0.371077,0.064997,1539302
1962-05-15,0.000000,0.375495,0.367764,0.375495,0.065771,1177114
1962-05-16,0.000000,0.377704,0.374390,0.376599,0.065965,656467
1962-05-17,0.000000,0.373286,0.365555,0.365555,0.064030,430099
1962-05-18,0.000000,0.368868,0.361138,0.368868,0.064610,882835
1962-05-21,0.000000,0.372182,0.367764,0.368316,0.064514,475373
1962-05-22,0.000000,0.370525,0.363899,0.364451,0.063837,701741
1962-05-23,0.000000,0.363899,0.353407,0.353407,0.061902,1109203
1962-05-24,0.000000,0.353959,0.339050,0.339050,0.059388,1697760
1962-05-25,0.000000,0.336289,0.327454,0.329110,0.057646,1539302
1962-05-28,0.000000,0.329662,0.316962,0.324693,0.056873,1561939
1962-05-29,0.000000,0.324693,0.311440,0.320275,0.056099,3259699
1962-05-31,0.000000,0.342363,0.321379,0.326349,0.057163,3961440
1962-06-01,0.000000,0.326349,0.318618,0.321379,0.056292,1448755
1962-06-04,0.000000,0.321379,0.300948,0.303709,0.053197,2535322
1962-06-05,0.000000,0.303709,0.290456,0.293769,0.051757,2512685
1962-06-06,0.000000,0.307022,0.297083,0.300396,0.052925,2105222
1962-06-07,0.000000,0.303709,0.297083,0.303709,0.053509,973382
1962-06-08,0.000000,0.313096,0.303709,0.313096,0.055162,1516666
1962-06-11,0.000000,0.321379,0.302605,0.303157,0.053411,1901491
1962-06-12,0.000000,0.303157,0.295978,0.295978,0.052146,1494029
1962-06-13,0.000000,0.308127,0.292113,0.293769,0.051757,2173133
1962-06-14,0.000000,0.297635,0.289352,0.293217,0.051660,2693779
1962-06-15,0.000000,0.300396,0.278308,0.298187,0.052536,3802982
1962-06-18,0.000000,0.305918,0.291561,0.300396,0.052925,814925
1962-06-19,0.000000,0.300396,0.296530,0.298187,0.052536,701741
1962-06-20,0.000000,0.299291,0.288247,0.292665,0.051563,1629850
1962-06-21,0.000000,0.287143,0.282725,0.283278,0.049909,1494029
1962-06-22,0.000000,0.281621,0.272234,0.272234,0.047963,2603232
1962-06-25,0.000000,0.278308,0.265055,0.278308,0.049033,3055968
1962-06-26,0.000000,0.286039,0.276099,0.276651,0.048741,1652486
1962-06-27,0.000000,0.274443,0.267816,0.273890,0.048255,1743034
1962-06-28,0.000000,0.288247,0.278308,0.287143,0.050590,1946765
1962-06-29,0.000000,0.300948,0.287143,0.287143,0.050590,1901491
1962-07-02,0.000000,0.299844,0.286039,0.298187,0.052536,996019
1962-07-03,0.000000,0.311440,0.298739,0.307022,0.054092,1561939
1962-07-05,0.000000,0.310888,0.305918,0.310335,0.054676,1403482
1962-07-06,0.000000,0.309231,0.300396,0.304261,0.053606,1131840
