Date,Open,High,Low,Close,Adj Close,Volume
2011-05-19,548.000000,559.159973,528.940002,530.000000,281.868896,554948068
2011-05-20,530.000000,538.890015,519.000000,524.000000,278.677917,207140032
2011-05-23,518.000000,519.780029,506.000000,514.000000,273.359711,94740490
2011-05-24,520.000000,528.721985,516.000000,525.000000,279.209747,127564632
2011-05-25,520.000000,542.380005,516.000000,522.200012,277.720673,35254537
2011-05-26,525.000000,527.088989,518.820007,521.500000,277.348389,24024582
2011-05-27,524.900024,525.507019,521.599976,523.700012,278.518372,25700260
2011-05-31,530.200012,531.500000,522.500000,531.099976,282.453857,64817478
2011-06-01,529.000000,529.099976,510.500000,513.900024,273.306427,20835008
2011-06-02,510.000000,514.099976,500.200012,510.899994,271.710968,14135769
2011-06-03,512.000000,512.000000,504.000000,505.000000,268.573212,16160474
2011-06-06,505.000000,520.900024,504.000000,515.000000,273.891449,12717271
2011-06-07,516.700012,522.000000,513.200012,520.200012,276.656952,4487809
2011-06-08,520.000000,520.000000,509.399994,511.500000,272.030121,11826257
2011-06-09,510.000000,519.000000,507.980011,515.000000,273.891449,15543375
2011-06-10,516.000000,524.500000,508.899994,509.399994,270.913239,10524615
2011-06-13,510.000000,527.099976,506.600006,523.400024,278.358887,12358981
2011-06-14,518.799988,518.900024,500.000000,500.000000,265.914063,33105516
2011-06-15,494.000000,495.000000,472.299988,473.000000,251.554672,28388708
2011-06-16,465.000000,476.950012,452.299988,475.799988,253.043793,24314536
2011-06-17,478.950012,486.950012,465.350006,482.000000,256.341156,13716036
2011-06-20,475.000000,481.700012,467.399994,479.149994,254.825455,9030054
2011-06-21,480.000000,496.100006,479.899994,495.149994,263.334717,5173658
2011-06-22,498.549988,498.549988,486.100006,490.000000,260.595795,8438214
2011-06-23,485.399994,486.000000,460.100006,466.649994,248.177582,11705677
2011-06-24,473.950012,483.299988,469.000000,471.000000,250.491028,7536031
2011-06-27,470.799988,480.000000,470.799988,475.549988,252.910828,2701912
2011-06-28,479.000000,490.500000,475.399994,486.350006,258.654572,6654078
2011-06-29,496.000000,497.829987,485.049988,486.549988,258.760925,13126747
2011-06-30,491.899994,493.299988,480.049988,491.000000,261.127625,9360900
2011-07-01,491.000000,492.730011,478.250000,489.000000,260.063934,7697710
2011-07-04,488.049988,489.950012,480.049988,481.049988,255.835907,4003960
2011-07-05,480.000000,487.600006,480.000000,486.000000,258.468475,4653748
2011-07-06,486.899994,494.700012,482.700012,494.200012,262.829498,5939525
2011-07-07,496.850006,509.000000,493.600006,503.000000,267.509521,7384637
2011-07-08,505.899994,509.000000,497.200012,497.200012,264.424927,8827477
2011-07-11,494.399994,499.600006,488.500000,490.500000,260.861755,7708581
2011-07-12,484.149994,499.516998,478.600006,495.850006,263.706940,8505787
2011-07-13,498.350006,504.500000,494.000000,500.399994,266.126801,5473460
2011-07-14,495.000000,497.700012,490.100006,492.000000,261.659454,3315584
2011-07-15,490.000000,498.250000,485.549988,496.899994,264.265289,3072778
2011-07-18,490.149994,495.549988,486.149994,488.000000,259.532166,5641251
2011-07-19,488.950012,491.200012,485.000000,488.299988,259.691650,5009119
2011-07-20,490.200012,491.450012,479.299988,482.000000,256.341156,6363028
